Fechado / Dating,2015.05,2015.06,2015.07,2015.08,2015.09,2015.10,2015.11,2015.12,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.10,2016.11,2016.12,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08
Fecha (mes) / Date (month),Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index
2009.07,-8.5608,-8.7524,-8.6489,-8.8212,-8.8472,-8.7098,-9.0093,-9.0209,-9.2496,-9.1295,-9.1823,-9.1378,-9.2428,-8.841,-8.5835,-8.7338,-9.9582,-8.7612,-9.0826,-9.0056,-8.9626,-8.8037,-8.7566,-8.8865,-8.958,-8.9906,-8.9986,-8.9172,-8.7256,-8.5263,-8.4427431,-8.55456293,-8.62513315,-7.8259,-7.8631,-7.9701,-6.4291,-6.33837138,-6.0445349,-6.30344673,-6.268021,-6.54210286,-6.49816672,-6.37041702,-10.6253922,-10.356806,-10.341316,-10.2253614,-10.2418661,-10.2552614,-10.1673424,-6.2786143,-9.79913059,-3.05953228,-3.44494685,-3.43061748,-3.38297567,-2.3104256,-2.31922813,1.15821472,2.03148437,3.55698766,4.33968242,3.67068037,3.86860531,4.20093784,4.3589323,4.10750401,4.05149765,4.08000947,4.12635207,4.08521239,3.96304891,4.00574065,3.95790443,3.89359296,3.87120415,3.89106458,3.76273292,3.86172608,3.84233921,3.78918747,3.78516472,3.7887834,3.75779557,3.75779557,3.76237308,3.84881961,3.82959438,3.771133,3.77529947,3.76954968,3.7797023,3.803207122,3.78497111,3.78514055,3.7881306,3.78957099,3.79373055,3.78107302
2009.08,-7.0722,-6.9805,-6.8082,-7.0691,-6.9482,-6.6028,-6.9633,-6.8515,-7.129,-6.9439,-7.1149,-7.0572,-7.1436,-7.3184,-7.2523,-7.1977,-8.5225,-7.271,-7.299,-7.2386,-7.1787,-7.3131,-7.1639,-7.2324,-7.1843,-7.2693,-7.2047,-7.1313,-7.0847,-6.8046,-6.88323897,-6.97019259,-6.85155957,-5.6524,-5.6537,-5.7131,-3.7321,-3.59065411,-3.31442723,-3.54200575,-3.5448561,-3.81741806,-3.7864112,-3.70277249,-8.14760789,-8.0706921,-8.04416549,-7.95547157,-7.95383972,-7.92186109,-7.79791653,-3.3060392,-7.39060084,-0.54992368,-0.89769691,-0.87706142,-0.84777522,0.15402947,0.15720403,3.04328548,3.91680069,5.80164727,5.89176831,4.98019855,4.99583707,5.26362858,5.41841457,5.40046585,5.38475199,5.60554451,5.63370503,5.71650641,5.58239422,5.51125869,5.40924144,5.26761269,5.17814742,5.18472807,4.89396793,5.24021328,5.1584985,4.92404467,4.95607619,4.95364044,4.91457331,4.91457331,4.91946801,5.03177325,4.96874904,4.92134607,4.94026185,4.93318573,4.95304691,4.892558428,4.96648038,5.0268889,5.03359264,5.04122325,5.00433869,5.05137095
2009.09,-5.3384,-5.2303,-5.0807,-5.3055,-5.1997,-4.9024,-5.2319,-5.0443,-5.2772,-5.1162,-5.2686,-5.2308,-5.2869,-5.2888,-5.2787,-5.1996,-6.2621,-5.2718,-5.2564,-5.2309,-5.1856,-5.3106,-5.1949,-5.2386,-5.1913,-5.2708,-5.2139,-5.176,-5.1543,-4.9215,-5.01440086,-5.0836969,-4.97179914,-3.9714,-3.9657,-4.0068,-2.0658,-1.91732933,-1.69642908,-1.85096586,-1.8887743,-2.14465173,-2.13076505,-2.11258308,-5.71413881,-5.7357617,-5.71333872,-5.64426708,-5.62510648,-5.58123231,-5.46528086,-1.2824591,-5.14300042,1.17684151,0.94370569,0.97109069,0.97884885,1.64558247,1.68196549,3.54019343,3.66092452,5.6102139,5.96925155,4.74925233,4.74471098,4.97702743,5.11054734,4.8656193,4.86433092,5.01335616,5.01850756,5.07025371,5.03683422,4.95969091,4.94194741,4.95537264,4.84015166,4.82509442,4.7501911,5.07660593,5.01144503,4.81061845,4.84659432,4.89213572,4.82188175,4.82188175,4.80387727,4.8178307,4.79395284,4.79191244,4.81106435,4.80675187,4.82573332,4.784632262,4.82787564,4.63972279,4.64471248,4.65249263,4.81464318,4.65794941
2009.1,-3.198,-3.0208,-2.863,-3.0745,-2.9476,-2.644,-2.9276,-2.751,-2.9801,-2.841,-3.0064,-2.9782,-3.0096,-3.3936,-3.4191,-3.3402,-4.5654,-3.408,-3.3232,-3.2693,-3.2212,-3.4113,-3.2931,-3.3002,-3.2209,-3.2964,-3.2329,-3.2281,-3.2531,-3.0788,-3.18257438,-3.24387711,-3.11312014,-2.3264,-2.2988,-2.3103,-0.8330,-0.67924553,-0.51420872,-0.58393649,-0.6417597,-0.85929106,-0.85016241,-0.85725074,-4.13381381,-4.2404225,-4.21267288,-4.15997313,-4.14025076,-4.09351496,-3.97809578,0.29017505,-3.71709104,1.86093306,1.73566551,1.74786957,1.76250168,2.44426966,2.46535591,3.59385584,3.58210895,5.27285441,5.44702129,4.49415127,4.40601676,4.57376265,4.66221585,4.59590865,4.59723634,4.83187939,4.82895718,4.84447003,4.79247535,4.76014448,4.69978571,4.65338278,4.54825527,4.53880633,4.47674659,4.73878085,4.6928865,4.53431788,4.56272899,4.5868462,4.57668867,4.57668867,4.56964515,4.58717919,4.56014784,4.55723258,4.56012171,4.55983046,4.58052148,4.517490956,4.56133953,4.50829749,4.5109693,4.51575699,4.58656212,4.52249505
2009.11,-2.4459,-2.2272,-2.0912,-2.2968,-2.1508,-1.8145,-2.0817,-1.8775,-2.088,-1.9708,-2.1461,-2.1228,-2.1529,-2.2955,-2.3468,-2.26,-3.5913,-2.3281,-2.2021,-2.1652,-2.1215,-2.3356,-2.221,-2.2142,-2.1338,-2.2170,-2.1441,-2.1445,-2.2006,-2.052,-2.16376376,-2.21790051,-2.07205154,-0.9876,-0.9671,-0.9783,0.5357,0.68356906,0.79952346,0.74819197,0.66870356,0.47344831,0.4742127,0.46032146,-3.08468672,-3.1085826,-3.07738853,-3.0401188,-3.01097926,-2.94525663,-2.81710088,0.74331511,-2.54703563,2.0520785,1.94405241,1.95912504,2.00367443,2.18193217,2.17754202,3.24856706,2.5350719,4.17060522,4.01331343,3.93319322,3.82856058,3.74007802,3.75695661,3.87287299,3.88840888,4.23142998,4.23095882,4.28091849,4.2673976,4.411571,4.31307673,4.21607363,4.19600707,4.1957431,4.15233841,4.26853869,4.25239221,4.1791789,4.2058227,4.15883421,4.14241487,4.14241487,4.15326466,4.1643964,4.14007985,4.1391267,4.11967913,4.11926842,4.13009703,4.118091937,4.13750966,4.23132984,4.23200527,4.23312479,4.18601643,4.24040731
2009.12,-1.0319,-0.71,-0.5238,-0.7284,-0.5589,-0.1946,-0.4593,-0.166,-0.374,-0.2709,-0.4697,-0.4533,-0.4508,-0.7116,-0.8451,-0.6832,-2.1461,-0.7558,-0.5352,-0.5122,-0.4687,-0.7615,-0.6511,-0.628,-0.4887,-0.5756,-0.4887,-0.5109,-0.6118,-0.4474,-0.5887989,-0.62864104,-0.46365924,0.2796,0.3007,0.303,2.2681,2.42391866,2.53324519,2.51222157,2.414912,2.22984924,2.22355808,2.07697014,-1.53816965,-1.6556336,-1.6190307,-1.58249511,-1.55958633,-1.46289215,-1.31159556,2.53479999,-1.03891804,2.49355418,2.45660123,2.45510672,2.5088244,2.66796813,2.67453501,3.25774875,2.67926863,4.34825747,4.22050559,4.09107659,3.90131561,3.84495352,3.82593574,3.89582794,3.89899255,3.97579697,3.97655022,3.99678317,4.05263913,4.17788812,4.1447952,4.09860451,4.1130525,4.12690095,4.18272667,4.05160531,4.08883333,4.19237753,4.18345875,4.1360705,4.10705927,4.10705927,4.11669742,4.08862515,4.08014651,4.1221681,4.08993222,4.09612825,4.08980654,4.09195125,4.07707282,4.20838701,4.20413507,4.20356974,4.10755178,4.209256
2010.01,-0.7749,-0.354,-0.2435,-0.4635,-0.2503,0.147,-0.0973,0.1838,-0.0159,0.0908,-0.1381,-0.1255,-0.1068,-0.5271,-0.7172,-0.5057,-1.762,-0.577,-0.2785,-0.229,-0.1799,-0.6004,-0.4591,-0.406,-0.2379,-0.3299,-0.2271,-0.2576,-0.3972,-0.23,-0.3976656,-0.42921063,-0.20950019,0.8818,0.9212,0.936,2.8770,3.02619913,3.08039194,3.11269035,3.01005058,2.85028126,2.84274225,2.70410003,-0.8580939,-1.0431431,-1.0043499,-0.99315315,-0.9579413,-0.85413903,-0.70066738,2.91729028,-0.46830323,2.39866344,2.41581648,2.41639353,2.47131717,2.46116472,2.48268935,2.43447272,1.71530641,3.50582718,3.72347139,3.71570772,3.52003959,3.47083007,3.43495567,3.67213176,3.68379436,3.70442731,3.68538003,3.67043028,3.76954973,3.91523831,3.89309064,3.8964544,3.92795313,3.9384603,4.07006034,3.89432883,3.9372199,4.07473074,4.06855346,4.03542631,3.98669917,3.98669917,3.99396063,3.92688867,3.9372774,4.00084246,3.97170514,3.96976098,3.96031303,3.980288482,3.96224954,3.99654591,3.99164171,3.98989745,3.96621644,3.99262274
2010.02,-0.3664,0.0009,0.0317,-0.1636,0.0325,0.3748,0.1434,0.4007,0.2469,0.3266,0.1371,0.1425,0.1497,-0.1654,-0.3584,-0.1578,-1.0628,-0.2244,0.0482,0.0636,0.1032,-0.2511,-0.1264,-0.0629,0.0538,-0.0351,0.0568,0.0362,-0.0931,0.0383,-0.11726316,-0.14059255,0.03773618,0.5645,0.5919,0.5933,2.7384,2.87180802,2.88976017,2.97117015,2.85963053,2.72170314,2.71065578,2.610237,-0.69965082,-0.9536031,-0.91034886,-0.90720942,-0.84351399,-0.73304713,-0.57033537,3.11528191,-0.33059886,2.0253231,2.06762364,2.08498703,2.09778292,2.12393889,2.15901082,1.86245255,0.7920281,2.27865615,2.55070235,3.1150041,2.94036191,2.83767654,2.7977783,3.18481686,3.19511851,3.13449847,3.08577101,3.01530552,3.15943121,3.30596397,3.31147837,3.37052132,3.43881622,3.43721334,3.64589605,3.49620525,3.52193056,3.64625318,3.65369835,3.6190447,3.53940425,3.53940425,3.54347566,3.40589385,3.44293572,3.53541093,3.51349486,3.50878815,3.49831942,3.567971728,3.52826397,3.40608531,3.40076777,3.39641593,3.49535053,3.38847817
2010.03,0.4464,0.9709,1.2225,1.0111,1.2637,1.6884,1.44,1.7748,1.577,1.6591,1.4173,1.4249,1.4706,0.8477,0.577,0.8687,-0.1382,0.8097,1.2006,1.2257,1.2777,0.7965,0.9402,1.0127,1.2079,1.1104,1.2316,1.2261,1.0484,1.2384,1.04124912,1.02796463,1.25883691,2.0279,2.0596,2.0821,4.9510,5.08759017,5.13263243,5.22137016,5.10444436,4.9846399,4.96322856,4.72966346,0.94353306,0.61702994,0.6800054,0.69511409,0.75139156,0.9128536,1.13872968,4.75317177,1.45131735,2.59934357,2.61864449,2.62274999,2.64016997,2.63056665,2.62379743,2.45633767,1.67901467,2.73777069,2.75319078,4.04511099,3.72108106,3.5943468,3.54436394,3.88203845,3.90659908,3.8566997,3.83160484,3.80634744,3.87301232,3.89763865,3.90121917,3.90585596,3.95122392,3.94394604,4.06194565,4.07239033,4.04098112,4.05505755,4.06525468,4.0401364,3.98387966,3.98387966,3.97957969,3.84881369,3.86297941,3.96686207,3.96602841,3.96669561,3.96076421,4.014328053,4.00449755,3.97014638,3.96626547,3.96263564,3.97027231,3.9640277
2010.04,1.0782,1.5912,1.6599,1.4357,1.6998,2.1031,1.864,2.1512,1.9786,2.0625,1.8405,1.85,1.8827,1.2954,0.9932,1.3083,0.4103,1.2301,1.6277,1.6485,1.7035,1.2573,1.4105,1.4961,1.6643,1.5690,1.6886,1.6915,1.5258,1.7113,1.49302815,1.48494066,1.71039281,2.6551,2.6823,2.699,5.7644,5.88698511,5.91243945,5.95109519,5.84583926,5.72976946,5.71841522,5.54767603,1.67710283,1.46897107,1.53592014,1.5385946,1.59834849,1.76173331,2.00071986,5.22993542,2.31906157,3.67484415,3.65634335,3.6544357,3.67161126,3.58666418,3.59785496,3.5435346,2.77100362,3.57460302,3.52506308,4.83136825,4.68354668,4.56839764,4.53665316,4.78630627,4.8023078,4.80045351,4.79856759,4.8448367,4.85928297,4.78775827,4.73610755,4.73400412,4.76002238,4.75137894,4.79246635,4.81589686,4.79150264,4.77929186,4.78532747,4.77497731,4.78042723,4.78042723,4.7701658,4.69832755,4.70885099,4.75662506,4.76741571,4.77182455,4.76409713,4.774550529,4.79110554,4.7062912,4.7058113,4.70638272,4.7509679,4.70980015
2010.05,0.212,0.5378,0.5668,0.4098,0.5697,0.8369,0.6311,0.8047,0.7095,0.7449,0.6218,0.6236,0.6265,0.209,0.0536,0.2234,-0.5836,0.1879,0.3981,0.4185,0.4633,0.1886,0.2821,0.312,0.4076,0.3372,0.4139,0.4566,0.3733,0.5072,0.41944336,0.39848812,0.52049087,0.9243,0.9141,0.8807,4.8525,4.99923632,5.05681791,5.11085679,4.9953628,4.8326344,4.84307533,4.76588051,0.32841875,0.09829386,0.17776861,0.19655611,0.28069475,0.45605706,0.72822036,4.93629033,1.12618195,3.99733261,3.94406656,3.9669135,3.97730315,4.06035788,4.10953214,4.61925366,3.68112465,4.52881612,5.04175266,5.6703362,5.75576468,5.69501622,5.7078281,5.77916285,5.77628191,5.8434066,5.86949085,5.94121521,5.88078486,5.72254282,5.62918683,5.61456326,5.58062902,5.59231933,5.49515576,5.52129954,5.51851984,5.47678919,5.45715876,5.47164875,5.60926415,5.60926415,5.60190572,5.67364599,5.67341826,5.61388972,5.63285185,5.63538722,5.62966424,5.543013374,5.59992098,5.59185497,5.5949952,5.59904738,5.59791048,5.60794669
2010.06,-0.1242,0.1784,0.1989,0.053,0.203,0.4519,0.2499,0.4322,0.3372,0.374,0.2569,0.2593,0.2714,0.1052,-0.0487,0.1203,-0.9703,0.088,0.2634,0.2799,0.3334,0.0816,0.1688,0.2237,0.3075,0.2468,0.3197,0.3587,0.2947,0.4191,0.31822519,0.29466598,0.40885006,0.7876,0.7719,0.7394,4.8651,5.00546584,5.0814468,5.09482395,4.9896058,4.82168259,4.839375,4.69626684,-0.08007787,-0.2141916,-0.12999946,-0.1028361,-0.03862156,0.15608144,0.44868795,4.72715063,0.86698167,4.92136817,4.83575729,4.85895081,4.88493563,5.06621436,5.07173293,5.64462593,4.52404735,4.99140544,5.30586338,5.32352542,5.28800412,5.29274336,5.32793554,5.01687177,5.0231215,5.23718675,5.2616742,5.33963185,5.25542806,5.15419133,5.09298639,5.04975175,4.96059526,4.95776471,4.93145521,4.85940542,4.8601679,4.90627971,4.86840265,4.90856902,4.93716051,4.93716051,4.92304462,4.95515121,4.96364514,4.93879666,4.93394542,4.92714851,4.92280304,4.885630615,4.90449291,4.9153443,4.9182465,4.92488484,4.88347711,4.93092312
2010.07,-0.4446,-0.5117,-0.5259,-0.576,-0.6052,-0.6102,-0.7255,-0.7759,-0.7483,-0.7494,-0.7115,-0.7152,-0.7808,-0.8282,-0.7776,-0.854,-1.01,-0.8774,-0.9954,-0.9876,-0.9542,-0.8448,-0.8467,-0.8503,-0.9176,-0.9359,-0.949,-0.8996,-0.8388,-0.8556,-0.80783216,-0.84792957,-0.90187497,-1.0412,-1.0846,-1.1619,2.3602,2.43547334,2.45018661,2.37961638,2.31576286,2.16439043,2.20902945,2.09531783,-1.80592933,-1.6959954,-1.63263157,-1.59785372,-1.5800203,-1.42910952,-1.1982785,2.03555888,-0.8346247,2.75326902,2.58504793,2.60175428,2.69024645,2.91022372,2.90514639,4.25811835,3.49155902,3.90755642,3.94355041,3.89276029,3.87665747,3.88129838,3.93538048,3.68163761,3.68500998,3.88898358,3.91044346,3.94189724,3.8879657,3.89702414,3.89416847,3.88539148,3.85875218,3.83996128,3.88021288,3.75628627,3.76976642,3.87850452,3.85695503,3.87432698,3.79820227,3.79820227,3.78937967,3.77801813,3.78992916,3.78695797,3.76890361,3.76152999,3.75437111,3.806061399,3.76061001,3.68469128,3.68560055,3.69027474,3.7135283,3.67587306
2010.08,-1.1562,-1.1609,-1.1586,-1.2063,-1.229,-1.1987,-1.3019,-1.344,-1.3479,-1.4011,-1.3917,-1.4042,-1.4673,-1.4041,-1.3286,-1.4235,-1.1604,-1.4162,-1.518,-1.4986,-1.4759,-1.4338,-1.4286,-1.4588,-1.5008,-1.5371,-1.5433,-1.4938,-1.4199,-1.4171,-1.35690893,-1.39841829,-1.45103355,-1.6183,-1.6616,-1.7395,1.3882,1.40103656,1.38157767,1.35139574,1.31217556,1.22733873,1.25824033,1.18234352,-2.42666197,-2.3153663,-2.25576244,-2.21674067,-2.19785931,-2.0675858,-1.85743135,0.79785892,-1.487146,1.69366759,1.54249103,1.55916065,1.64237396,1.94060133,1.93858228,3.37331069,3.22516145,3.83279516,3.67792735,3.07793312,3.07754239,3.13551301,3.19197514,3.11313047,3.12258994,3.28158046,3.28914779,3.29438663,3.29185718,3.37868555,3.44615234,3.48146569,3.47758332,3.45680619,3.44892409,3.54836932,3.52586337,3.49675507,3.52192226,3.5190357,3.42048941,3.42048941,3.41744611,3.41394541,3.40540231,3.40036773,3.3962845,3.38919287,3.39570003,3.474086484,3.42853723,3.26816667,3.27029732,3.27296646,3.39388275,3.25422729
2010.09,-1.2825,-1.314,-1.2978,-1.3499,-1.3736,-1.3613,-1.48,-1.5095,-1.5303,-1.559,-1.5458,-1.5516,-1.6112,-1.3731,-1.3245,-1.39,-1.4811,-1.4036,-1.5283,-1.5151,-1.4913,-1.3872,-1.3843,-1.4073,-1.4569,-1.4873,-1.4969,-1.451,-1.3746,-1.3531,-1.2858609,-1.32864304,-1.41807233,-1.2474,-1.2896,-1.3718,0.8772,0.82376638,0.76875298,0.71758635,0.71685427,0.66858776,0.69270308,0.71089168,-1.81226021,-1.6597817,-1.61353787,-1.58005721,-1.56190781,-1.46258162,-1.29005812,0.27967452,-1.00829326,1.31223148,1.1808742,1.19230032,1.22325089,1.50176964,1.53437838,2.49974398,2.99388617,3.8912127,3.92829676,3.5376799,3.41811651,3.52911557,3.55973674,3.51881811,3.50796714,3.51743291,3.5147622,3.47964644,3.47602351,3.52432778,3.52354841,3.4879106,3.49349459,3.51362895,3.41487033,3.68944486,3.66317698,3.47604925,3.51432485,3.49931437,3.55210903,3.55210903,3.56101898,3.63637317,3.62015271,3.55721323,3.56108601,3.55741432,3.57689994,3.548825425,3.55373791,3.50282206,3.50079956,3.49919724,3.59144366,3.49837071
2010.1,-1.4237,-1.4546,-1.3965,-1.4563,-1.4919,-1.4764,-1.5767,-1.6348,-1.6492,-1.662,-1.6476,-1.6522,-1.7238,-1.3108,-1.2408,-1.3279,-1.6107,-1.3449,-1.4858,-1.4526,-1.4327,-1.349,-1.347,-1.3867,-1.424,-1.4503,-1.4641,-1.4205,-1.3441,-1.3409,-1.25923777,-1.30809999,-1.36886105,-1.2693,-1.3162,-1.4075,-0.1864,-0.2655829,-0.3266047,-0.38933483,-0.3645594,-0.39688834,-0.36515886,-0.3396672,-2.19140365,-1.9939007,-1.95358759,-1.91458258,-1.90773231,-1.8297777,-1.69054582,-0.6458762,-1.43909119,0.55415897,0.43796145,0.44182932,0.46562151,0.65640539,0.67917507,1.67699141,2.35431373,3.42759392,3.79110686,3.60815439,3.54266226,3.57196429,3.57234768,3.53990577,3.53268162,3.47012079,3.46665529,3.38438832,3.40134342,3.43564751,3.41779375,3.40926017,3.44682477,3.46082296,3.42712807,3.5521903,3.5560168,3.47943938,3.50074372,3.49342159,3.58180881,3.58180881,3.59363483,3.6336836,3.62667118,3.58614472,3.5794396,3.58283011,3.59183209,3.571790614,3.55760226,3.55326525,3.55022658,3.54732324,3.592554,3.53939723
2010.11,-0.4198,-0.3378,-0.3097,-0.3908,-0.3715,-0.2786,-0.4088,-0.4014,-0.4471,-0.4587,-0.4831,-0.4808,-0.5339,-0.1923,-0.1844,-0.1929,-0.9291,-0.2211,-0.2753,-0.2692,-0.2485,-0.2535,-0.2385,-0.2683,-0.2567,-0.2926,-0.2891,-0.243,-0.2195,-0.1933,-0.15474123,-0.19522356,-0.17786658,-0.3066,-0.3558,-0.4345,0.4046,0.32206101,0.28269196,0.21706685,0.23531637,0.20410581,0.2227212,0.2545333,-1.38890808,-1.2644477,-1.22218416,-1.18417642,-1.16938468,-1.08250882,-0.93199008,0.10454698,-0.65237659,1.06492393,0.96683103,0.96140518,0.97385423,1.1796366,1.17471649,2.14431316,2.75778737,3.81541769,3.89432114,3.92450301,3.98734525,3.92525433,3.88549512,3.8339155,3.84186996,3.78084673,3.78823047,3.76867652,3.81706297,3.84827762,3.81675092,3.78265368,3.82517592,3.83336913,3.78380039,3.79736414,3.80826287,3.78273875,3.78883481,3.76081242,3.77310631,3.77310631,3.784892,3.81617999,3.80472249,3.7716341,3.76673247,3.77350496,3.76949358,3.772519179,3.76222901,3.86014989,3.85819425,3.85659884,3.79643309,3.85183769
2010.12,-1.24,-1.2772,-1.2397,-1.2948,-1.3351,-1.3286,-1.4456,-1.4822,-1.496,-1.5009,-1.4734,-1.4716,-1.5346,-0.9677,-0.8881,-0.9803,-1.5734,-0.9925,-1.1502,-1.1291,-1.1075,-0.9772,-0.9838,-1.0163,-1.0638,-1.0839,-1.1057,-1.0587,-0.9761,-0.9797,-0.90107581,-0.94925511,-1.00199579,-1.0158,-1.0665,-1.1527,0.0030,-0.05161034,-0.06891,-0.17468007,-0.15962,-0.22683995,-0.19716078,-0.00635326,-1.94210023,-1.7431869,-1.70379353,-1.66180017,-1.66102281,-1.57810056,-1.43174101,-0.1111897,-1.17115178,0.47380087,0.35400283,0.34696639,0.40077667,0.62938144,0.64903059,1.70322074,2.22205674,3.44021326,3.62403601,3.78258898,3.77398286,3.7528512,3.73644557,3.81633526,3.82391523,3.72640103,3.68992634,3.66737954,3.78042891,3.84415355,3.87952113,3.9384911,3.9893675,3.9863093,4.07526729,3.84462495,3.87169793,4.06676394,4.05010373,4.03830969,3.97534085,3.97534085,3.97770226,3.88359328,3.87848143,3.97247524,3.95905747,3.9644774,3.95629563,3.994231606,3.97228368,3.91957,3.9180847,3.91831301,3.96172339,3.90795866
2011.01,-0.8178,-0.75,-0.691,-0.7851,-0.7795,-0.702,-0.8377,-0.8434,-0.8661,-0.8619,-0.8632,-0.8597,-0.9174,-0.7415,-0.7247,-0.7464,-1.3098,-0.7725,-0.8285,-0.7863,-0.76,-0.75,-0.7173,-0.7443,-0.7406,-0.7798,-0.7724,-0.7173,-0.6824,-0.6455,-0.614758,-0.65423506,-0.66845866,-0.5289,-0.5686,-0.6473,1.1526,1.15869701,1.18083371,1.10717091,1.09745868,0.99669259,1.02531544,1.18723194,-1.45835882,-1.3770425,-1.32426909,-1.28499717,-1.26667673,-1.16207572,-0.98345646,1.18455572,-0.67892618,1.47695199,1.38620242,1.39279102,1.4424239,1.74611778,1.78162401,2.43499803,2.59599678,4.07350793,4.3898271,4.10879897,4.08249189,4.14874609,4.16472633,4.33526615,4.33058828,4.279739,4.24290561,4.23786624,4.34424437,4.41655666,4.46390236,4.56128305,4.58564285,4.57959323,4.64439397,4.52563546,4.52870313,4.64888984,4.64129714,4.64401528,4.59157546,4.59157546,4.58932955,4.50666139,4.50377331,4.59060765,4.58901911,4.58464677,4.58043691,4.590259882,4.59897823,4.49121257,4.49062237,4.49259044,4.57397481,4.49093153
2011.02,0.6679,1.0036,1.1252,0.9662,1.1139,1.3676,1.1813,1.3153,1.1949,1.1944,1.0752,1.0862,1.0704,0.7764,0.6053,0.7923,0.1711,0.7299,0.9213,0.931,0.9675,0.7355,0.8274,0.8256,0.9367,0.8679,0.9281,0.9725,0.8965,1.0282,0.91448081,0.89578022,1.02968702,1.4488,1.4282,1.3866,3.3544,3.39330869,3.46441283,3.42985342,3.39723748,3.29030037,3.29335854,3.41757802,0.10192196,0.06460565,0.12363825,0.15804214,0.20264903,0.32049532,0.52036022,3.07939773,0.83492205,3.06683872,3.0299626,3.03637806,3.03813077,3.19105038,3.21117217,3.39883718,3.27711484,4.6734561,4.71950771,4.58426327,4.55392522,4.60884238,4.62390466,4.90770369,4.90109684,4.85985044,4.84483411,4.89540326,4.93521366,4.87047801,4.86460018,4.86303195,4.80770344,4.81592864,4.84457089,4.85107288,4.84997149,4.84560776,4.83837108,4.85464409,4.81637009,4.81637009,4.80785384,4.77892998,4.77952617,4.82360776,4.82984703,4.82718606,4.82313314,4.79298493,4.83354096,4.79117395,4.79112798,4.79357387,4.82896387,4.80967581
