Fechado / Dating,2015.05,2015.06,2015.07,2015.08,2015.09,2015.10,2015.11,2015.12,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.10,2016.11,2016.12,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08
Fecha (mes) / Date (month),Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index,Indicador CF / CF Activity index
1989.02,9.8886,9.9188,9.9112,9.9349,9.9225,9.842,9.9264,9.9326,9.9268,9.8641,9.844,9.8081,9.8557,9.7327,9.6979,9.6465,10.0364,9.6445,9.6847,9.657,9.6242,9.6258,9.5656,9.5806,9.5636,9.5974,9.5691,9.5056,9.4443,9.327,9.30548292,9.31895001,9.28564631,8.8585,8.8597,8.8889,8.6402,8.60968036,8.52267362,8.61858811,8.57070916,8.60065508,8.59874017,8.50575713,10.7149478,10.543045,10.5305569,10.4712049,10.4865601,10.4680801,10.4230483,9.41433106,10.2523414,8.9125329,9.10788019,9.06194711,9.06086836,8.59406804,8.54493716,6.95343554,7.20617361,6.39705932,6.07952353,5.71851735,5.620641,5.55807336,5.56103948,5.83485427,5.85794459,6.00002435,6.00831964,6.1589121,6.10119547,5.9349134,5.92994911,5.89465355,5.79716494,5.77796154,5.55828333,5.70494692,5.65457851,5.51102302,5.49599107,5.52703469,5.55126061,5.55126061,5.54293383,5.64584904,5.60672398,5.54314973,5.57264269,5.56682116,5.57726698,5.535253494,5.61160587,5.82337875,5.82842707,5.83658462,5.65005482,5.85623019
1989.03,10.5203,10.5538,10.4806,10.5205,10.5071,10.4274,10.5266,10.5148,10.4899,10.4105,10.3911,10.3549,10.4066,10.1851,10.1598,10.1156,10.5068,10.1207,10.1673,10.1435,10.1086,10.1282,10.0547,10.0587,10.05,10.0945,10.062,10.0072,9.9503,9.8341,9.8087628,9.81896285,9.79605057,9.8825,9.8765,9.9034,9.5934,9.54013038,9.46934028,9.55994107,9.51896898,9.55352188,9.53047967,9.47310967,11.482677,11.3871194,11.3686631,11.3064876,11.3255762,11.2967611,11.245482,9.710451,11.0691018,9.67144585,9.85989243,9.81609535,9.78642184,9.17948033,9.14168832,7.69826724,7.68553254,6.27968014,5.86830555,5.48598081,5.54223775,5.44549124,5.41798481,5.19159427,5.2020474,5.41291302,5.47338707,5.59206766,5.45226234,5.29364226,5.20311315,5.09138935,4.98300064,4.98152053,4.79265036,5.01596676,5.00772807,4.81757748,4.84505498,4.85002627,4.84013139,4.84013139,4.83538162,4.96191935,4.94388925,4.81140672,4.83372326,4.8245444,4.84134926,4.818832662,4.85310608,4.8602985,4.86270048,4.86694244,4.88939751,4.88492482
1989.04,10.3937,10.5359,10.4766,10.4723,10.5209,10.5344,10.5987,10.6519,10.5921,10.5436,10.47,10.4405,10.5011,10.3042,10.213,10.2505,10.5668,10.238,10.3873,10.3576,10.3319,10.2037,10.1702,10.1918,10.2304,10.2505,10.2474,10.1954,10.0971,10.0296,9.94162279,9.95653814,9.97435405,9.8065,9.8087,9.8549,9.6514,9.60455956,9.56322224,9.64320709,9.60463352,9.64341062,9.61710017,9.59221617,11.1383729,10.9918978,10.9796827,10.9190974,10.9319653,10.9114033,10.8772534,9.78780663,10.7378499,9.53327755,9.72324747,9.67521475,9.62203035,9.07140565,9.04309787,7.64055764,7.77175598,6.1520191,5.68379552,5.35318799,5.42229919,5.34143699,5.30470966,5.01428154,5.02897309,5.16243185,5.21762769,5.30949011,5.16157666,4.94143398,4.83106358,4.67298041,4.57967674,4.5841732,4.46650345,4.65691724,4.64372004,4.49334696,4.52063167,4.52519128,4.44031741,4.44031741,4.43814481,4.53701141,4.51926086,4.42311125,4.43024495,4.42654564,4.44079816,4.397088293,4.41567621,4.43877163,4.44039374,4.44214906,4.4517606,4.45821064
1989.05,11.3068,11.5153,11.4275,11.3975,11.4895,11.5426,11.5854,11.6871,11.6091,11.5706,11.4699,11.442,11.5145,10.8682,10.7022,10.8202,11.1498,10.7902,11.0177,10.9752,10.9518,10.7477,10.735,10.7736,10.8464,10.8589,10.8744,10.8156,10.6745,10.6428,10.5020789,10.5240422,10.5915433,10.8594,10.8697,10.9268,10.6047,10.5504259,10.4818349,10.5317211,10.491038,10.5343153,10.5021813,10.4859472,12.1884523,11.9981791,11.9810679,11.9056267,11.9285361,11.9154663,11.8803576,10.5417907,11.7246209,10.2654483,10.4482703,10.4073899,10.3295267,9.82701035,9.81141628,8.06647541,8.49878577,6.38328855,5.80198462,5.30988216,5.34253298,5.34985159,5.31850117,5.10439088,5.11962001,5.20622729,5.24582461,5.32504169,5.1916961,4.96075011,4.87519405,4.72927814,4.63342377,4.63388218,4.58280659,4.71484364,4.70191473,4.60886535,4.62148476,4.62824503,4.54566555,4.54566555,4.54161766,4.58643821,4.57228987,4.53781448,4.52778666,4.52551143,4.53380736,4.465226026,4.48338284,4.48181312,4.48254045,4.4856789,4.49883473,4.50143786
1989.06,11.3288,11.5648,11.4659,11.4367,11.517,11.574,11.6352,11.7465,11.6735,11.6082,11.5049,11.4757,11.5511,11.0736,10.9052,11.0128,11.3348,10.9851,11.2096,11.1764,11.154,10.937,10.9299,10.9763,11.0518,11.0621,11.0749,10.9976,10.8595,10.8069,10.6859216,10.7108754,10.7847399,10.8471,10.864,10.9257,10.6666,10.6307712,10.5598186,10.6679047,10.6155372,10.6632551,10.6386046,10.5605626,12.0450258,11.8389025,11.8220734,11.7652611,11.7764107,11.772232,11.7308006,10.4927496,11.5674381,10.08001,10.2708986,10.2344843,10.1660677,9.6933729,9.6638647,7.95207282,7.85551579,6.29778616,5.75191846,5.5298339,5.49699714,5.44882357,5.43656871,5.23194825,5.25215642,5.25155893,5.20786165,5.26724259,5.28927838,5.07277696,5.04869322,5.02622789,4.97249659,4.98563408,5.18297983,5.0825646,5.09904862,5.19587713,5.19118539,5.22080379,5.13670399,5.13670399,5.12094557,4.99997635,5.01519954,5.12699203,5.09632468,5.10456194,5.09391855,5.054946861,5.09149409,5.02776761,5.02836576,5.03137774,5.07124347,5.04773808
1989.07,11.8269,12.0179,11.8869,11.8631,11.9279,11.9609,12.024,12.1257,12.0616,11.9934,11.9087,11.8779,11.9463,11.3796,11.2382,11.3093,11.6439,11.2834,11.4839,11.447,11.4235,11.2518,11.2363,11.2776,11.3434,11.3584,11.3655,11.2862,11.1534,11.0846,10.9735756,10.9964393,11.0475919,11.2617,11.2752,11.3309,10.9864,10.9482314,10.8748175,10.9700417,10.9207377,10.9739222,10.9498013,10.8823417,12.4268648,12.2585041,12.2427213,12.1893036,12.1893769,12.1832475,12.1383996,10.5389278,11.960909,10.2987338,10.4900974,10.4505982,10.4158222,9.78832101,9.73184675,8.05617878,7.99302096,6.32509682,5.666862,5.50066427,5.46924625,5.38330482,5.36280282,5.23974156,5.26072913,5.25359049,5.20687779,5.27945214,5.32109756,5.15357174,5.14393949,5.12389438,5.08248103,5.08801376,5.24783619,5.1663006,5.18839118,5.25099151,5.25715175,5.26493458,5.20727728,5.20727728,5.19070343,5.08431112,5.10147817,5.19781659,5.17309437,5.18178136,5.17065951,5.15072878,5.2018287,5.10221367,5.10311002,5.10650111,5.18878454,5.11895671
1989.08,11.3078,11.3101,11.1851,11.2274,11.1933,11.0931,11.2058,11.2013,11.207,11.1055,11.1044,11.0678,11.1117,10.8664,10.8402,10.7861,11.1874,10.7806,10.812,10.7676,10.7341,10.7557,10.6765,10.6917,10.6687,10.7089,10.6682,10.6011,10.5437,10.406,10.4016355,10.4161053,10.3794422,10.0529,10.0404,10.0651,9.8003,9.75880276,9.68396548,9.74328306,9.69959077,9.73013475,9.72820869,9.67067904,11.0913173,11.0728255,11.0512087,11.0122682,10.995424,10.9752819,10.9160729,9.40950751,10.7512361,9.15035289,9.28887053,9.25676995,9.26545342,8.78022235,8.73608855,7.52673417,7.26731037,5.93812279,5.31506979,5.30941845,5.3045976,5.16419326,5.13108125,5.11885422,5.1300995,5.13981974,5.11093712,5.19810353,5.22714746,5.11568462,5.09774578,5.07617471,5.04286599,5.04393872,5.09525251,5.06233149,5.0894056,5.09938994,5.11597022,5.10723888,5.18675677,5.18675677,5.17514053,5.13662705,5.14407649,5.1795455,5.17193025,5.18097775,5.17679576,5.145638118,5.19750959,5.09318964,5.09438914,5.09668305,5.20912841,5.10477522
1989.09,11.8539,11.9458,11.9228,11.9571,11.9598,11.9076,12.021,12.0229,12.0175,11.9333,11.9047,11.8712,11.9287,11.5787,11.493,11.5108,11.9157,11.5009,11.6206,11.5819,11.5477,11.4645,11.4058,11.4298,11.4377,11.4744,11.4496,11.382,11.2924,11.1792,11.132946,11.1569372,11.1604789,10.6372,10.6357,10.6807,10.5387,10.4989676,10.4253144,10.5052603,10.4512752,10.4883276,10.4743654,10.4966139,11.3678281,11.238413,11.2180682,11.1788951,11.1720983,11.1509607,11.1043657,10.1309739,10.9588528,9.23547594,9.3784548,9.35210062,9.34466063,9.08007522,9.05273439,7.90123338,7.65696595,6.32159064,5.62697194,5.17964123,5.15007887,5.06995594,5.02962543,4.89612958,4.90230626,4.84704806,4.84570661,4.87936619,4.86491436,4.78370642,4.76021466,4.71793065,4.72314738,4.72637089,4.6563567,4.6069047,4.61670279,4.63731355,4.63619582,4.61090562,4.75701403,4.75701403,4.75857555,4.7415271,4.73679688,4.77362412,4.76930471,4.77642255,4.77049216,4.727829679,4.76211462,4.59580928,4.59678758,4.59882247,4.77365512,4.58946337
1989.1,11.571,11.7564,11.738,11.7383,11.7926,11.8057,11.894,11.956,11.9274,11.8577,11.788,11.7569,11.8247,11.298,11.1499,11.2419,11.6326,11.2233,11.4289,11.386,11.3562,11.185,11.154,11.1925,11.236,11.2560,11.255,11.1875,11.0602,10.9894,10.8924936,10.9210046,10.9742399,10.9513,10.9644,11.0228,10.8329,10.7938394,10.7031299,10.7947987,10.7367765,10.7817976,10.7620271,10.7817419,12.035546,11.8926493,11.8726973,11.8123023,11.819027,11.8028721,11.7610097,10.4789348,11.5943468,9.74459232,9.91465623,9.88225328,9.84425336,9.42611103,9.40287779,7.88891678,7.90113552,6.25632216,5.42938121,5.01471759,4.98688418,4.95706793,4.90054954,4.77391232,4.78805563,4.61311173,4.61811243,4.63658374,4.61545316,4.47232276,4.44671316,4.37783682,4.38211103,4.38726908,4.30796409,4.2692833,4.26953217,4.26950172,4.25856079,4.22575435,4.40957143,4.40957143,4.41414838,4.41978991,4.41386283,4.42407477,4.42737094,4.43544935,4.43351633,4.38308394,4.39755817,4.38172318,4.38199059,4.38239335,4.42309047,4.37418661
1989.11,10.6174,10.7681,10.7566,10.7694,10.8052,10.7856,10.8789,10.9267,10.9111,10.8213,10.7696,10.7369,10.8021,10.3387,10.2043,10.2942,10.6975,10.2886,10.4486,10.4049,10.3723,10.2173,10.1786,10.2215,10.2335,10.2599,10.2497,10.1909,10.0901,10.0234,9.95662341,9.98158592,9.9987109,9.8599,9.865,9.907,9.7619,9.72575179,9.6429901,9.75922396,9.70432058,9.74113102,9.72718203,9.74660802,11.0507608,10.8814547,10.8611019,10.8050829,10.8215854,10.8009356,10.7534862,9.61001155,10.601556,8.98022932,9.14138743,9.11275271,9.08000967,8.6259686,8.59734167,7.21160088,7.14170887,5.42421039,4.75043221,4.71020284,4.6719536,4.57941856,4.52279406,4.41572196,4.43759393,4.16765275,4.16980389,4.15992496,4.15175933,3.97438962,3.95143976,3.88936997,3.90781542,3.91009476,3.91379175,3.83097201,3.82625289,3.85178686,3.82373985,3.7940697,3.82918572,3.82918572,3.83543526,3.82948917,3.83348578,3.83891476,3.84058361,3.84674579,3.84037521,3.833973551,3.81788468,3.97783592,3.97776014,3.97682521,3.83421773,3.96937647
1989.12,8.9328,8.9612,8.9245,8.9593,8.9334,8.8468,8.946,8.9378,8.9423,8.845,8.834,8.8012,8.8487,8.5907,8.5375,8.5405,8.9055,8.5485,8.5943,8.57,8.5361,8.5026,8.4495,8.475,8.4352,8.4750,8.4447,8.3865,8.3449,8.2549,8.24239199,8.25413353,8.21242192,7.9388,7.9305,7.9473,7.6419,7.58471115,7.51645701,7.59351891,7.56294299,7.59633192,7.59106763,7.57681666,9.49779761,9.40096634,9.37433451,9.3261156,9.31650152,9.29653766,9.23008922,8.02372093,9.07330091,7.70319893,7.83673011,7.80894353,7.79773262,7.38159105,7.35411942,6.12871844,6.21974096,4.37554782,4.01719961,4.20955874,4.10558334,4.04650582,3.9953488,4.08721878,4.09574714,3.9798235,4.02639351,4.01629836,3.93518449,3.91192372,3.86204665,3.78664122,3.82750382,3.8295743,3.64122652,3.7508711,3.71257828,3.56577626,3.55060255,3.50076833,3.541012,3.541012,3.56247162,3.71770132,3.68590342,3.55308326,3.5903731,3.58417007,3.59370421,3.596038872,3.58203522,4.19758885,4.19805777,4.19414601,3.64187161,4.20378945
1990.01,8.2233,8.2383,8.1913,8.221,8.1947,8.1126,8.2041,8.2013,8.2094,8.106,8.0929,8.0605,8.104,7.9736,7.9309,7.9303,8.2843,7.9335,7.968,7.9416,7.9071,7.8861,7.8292,7.8419,7.8024,7.8370,7.8065,7.7536,7.7170,7.6377,7.62601872,7.63450441,7.58750409,7.257,7.2453,7.2587,6.9405,6.87673121,6.80894277,6.84452367,6.82135944,6.84947539,6.84969696,6.82345948,8.57067238,8.46581698,8.44007817,8.39323126,8.38051744,8.36373675,8.30149615,7.43928286,8.15898781,6.95070068,7.04772759,7.02318143,7.02771578,6.83460531,6.80732848,5.70584987,5.73521603,3.72125244,3.62154317,3.85951561,3.82988546,3.83515675,3.80340072,3.82621493,3.82260819,3.67683845,3.72589054,3.71095251,3.64430912,3.68266842,3.65913178,3.65874399,3.71540944,3.71550337,3.56657524,3.65006354,3.62069304,3.52173801,3.50239913,3.49671897,3.54113558,3.54113558,3.55499817,3.70175043,3.67955312,3.55364889,3.58850758,3.57684831,3.58811213,3.619481859,3.58778094,4.02752759,4.02750193,4.02446493,3.62508357,4.03766647
1990.02,7.1242,6.9699,6.9205,7.0006,6.8891,6.6929,6.811,6.7231,6.7849,6.6565,6.7158,6.6812,6.7011,6.8235,6.8963,6.7849,7.15,6.8119,6.6793,6.6495,6.6069,6.782,6.6791,6.6697,6.5567,6.6157,6.5457,6.5099,6.5483,6.4274,6.50936022,6.50515195,6.34574687,5.6565,5.6232,5.6102,5.3420,5.2746113,5.20792868,5.22783232,5.2094616,5.21796835,5.23021516,5.19468066,7.25513842,7.21064149,7.17996999,7.13971945,7.1223188,7.09196109,7.02013707,6.2638571,6.89816879,5.81793265,5.8795565,5.86784177,5.89990869,5.74670881,5.72158285,5.06063667,4.80959686,2.89477635,3.08461333,3.37800161,3.43952476,3.44326185,3.4448347,3.35739343,3.34978963,3.28793507,3.32981831,3.30429101,3.28484263,3.4504995,3.48828561,3.6009366,3.68071175,3.67214895,3.60364091,3.64287246,3.63112082,3.6116027,3.60082035,3.62603162,3.63931815,3.63931815,3.64108333,3.70755085,3.71021926,3.63040547,3.65396586,3.63962903,3.64706124,3.730880241,3.68685488,3.6948967,3.69382498,3.69471302,3.66866602,3.69411487
1990.03,6.4942,6.3184,6.2893,6.3681,6.2455,6.032,6.1439,6.0404,6.1151,6.0126,6.0878,6.058,6.0658,6.3802,6.4639,6.3374,6.6456,6.3568,6.197,6.173,6.1342,6.3327,6.2384,6.2347,6.1079,6.1623,6.089,6.0543,6.1054,5.9728,6.06234786,6.05805789,5.88711516,4.8422,4.8099,4.7915,4.5998,4.53242486,4.47814645,4.48578216,4.47520669,4.47452375,4.49555882,4.51089909,5.78951333,5.79972283,5.77006099,5.73997967,5.72734699,5.68345296,5.61904878,5.23435505,5.51799081,4.9098236,4.95109785,4.9423658,4.95845434,5.0141377,5.02349819,4.62254168,4.44410224,3.30916572,3.50545074,3.91093197,3.95677673,3.95655841,3.95575129,4.04491373,4.0408626,4.10146476,4.09308076,4.0996583,4.12666425,4.17208973,4.20344953,4.29001071,4.28086388,4.27774636,4.30906766,4.30643503,4.31778646,4.32492663,4.31690348,4.33978169,4.2858436,4.2858436,4.27770779,4.27568346,4.28811106,4.26010049,4.26566124,4.25966436,4.26640647,4.306140029,4.29554141,4.13654758,4.13531815,4.13781181,4.27413505,4.14182625
1990.04,5.299,4.9253,4.7753,4.9055,4.6843,4.3515,4.4966,4.2906,4.4177,4.3217,4.474,4.4417,4.4175,4.9501,5.1668,4.9118,5.2294,4.9594,4.6189,4.5969,4.5491,4.9188,4.773,4.7306,4.5244,4.6096,4.493,4.4735,4.6109,4.4362,4.63423375,4.61267382,4.36250216,3.7744,3.7204,3.6704,3.3738,3.28630051,3.22406156,3.16378535,3.17541227,3.1633461,3.20704092,3.20048774,4.27672641,4.53066178,4.4904889,4.47321395,4.43325924,4.37027119,4.27946677,3.06109931,4.16327809,3.44285169,3.4176062,3.41577266,3.47908835,3.20752147,3.2307951,3.37725253,2.9345408,2.08030138,2.62919587,3.06742059,3.09392642,3.07825783,3.09181878,3.17652112,3.16999082,3.27819516,3.25855559,3.21829279,3.27788565,3.39355195,3.44378478,3.56709017,3.57841239,3.58106961,3.74392713,3.5981008,3.64052502,3.7790158,3.76405598,3.80314642,3.66332477,3.66332477,3.65208548,3.58161141,3.61263241,3.6407707,3.62646236,3.62606088,3.6248647,3.684662294,3.63528252,3.40451928,3.40064503,3.40324787,3.59212092,3.40163008
1990.05,5.1687,4.7022,4.4801,4.6356,4.3694,3.9802,4.1385,3.8813,4.0349,3.9089,4.102,4.071,4.0305,4.7508,5.0119,4.7192,5.0303,4.7629,4.3438,4.3134,4.261,4.7015,4.5334,4.4801,4.2367,4.3283,4.1897,4.1777,4.3490,4.1467,4.38417597,4.36000402,4.0567556,2.8924,2.8208,2.7531,2.5581,2.46831937,2.42496798,2.35131396,2.36872089,2.34217807,2.39201517,2.37249484,3.22849386,3.51977452,3.47980841,3.47657464,3.42256256,3.35120248,3.25511916,2.44811451,3.17093812,2.5416736,2.49688527,2.5008638,2.58473602,2.50706355,2.53445772,3.00845521,2.39339618,1.87689857,2.46395199,2.64530812,2.65897621,2.6858392,2.73148008,2.82378464,2.81692629,2.93914335,2.90694099,2.85540847,2.95395674,3.11853062,3.18579228,3.32194716,3.35297463,3.35836622,3.55203893,3.44461532,3.47054442,3.6112415,3.60948987,3.64903519,3.5194494,3.5194494,3.50798497,3.40274989,3.43518715,3.4985814,3.47881427,3.47814949,3.47422826,3.535502538,3.47420904,3.26020922,3.25662688,3.25752428,3.41855395,3.25541074
1990.06,7.2395,6.9181,6.6923,6.8313,6.6462,6.354,6.5104,6.2543,6.3693,6.2626,6.4045,6.3818,6.3602,6.7846,6.9373,6.7739,7.109,6.8005,6.514,6.4757,6.4259,6.7104,6.5621,6.5232,6.3405,6.4287,6.3168,6.3233,6.4219,6.2678,6.42983026,6.41849922,6.21164518,5.1188,5.0626,5.0219,5.0446,4.96200397,4.93524086,4.87568709,4.87761904,4.86249299,4.88599111,4.9787888,5.91992747,6.05513268,6.0211534,6.0082556,5.98590627,5.92803406,5.86437014,5.30175163,5.79478473,5.10556934,5.10996005,5.10698399,5.1591412,5.1183028,5.10441932,5.09395683,4.97129338,3.7095104,3.80484819,3.8094895,3.82356841,3.86338906,3.87807913,4.01992683,4.0022357,3.91455821,3.89121093,3.8606082,3.9229982,3.97398512,3.99583529,4.02716049,4.07141218,4.09200258,4.13901679,4.10948812,4.13849766,4.17257461,4.18837764,4.18173483,4.15790023,4.15790023,4.15686625,4.13079892,4.15265853,4.14924602,4.13765698,4.14107315,4.13576786,4.1367146,4.13057757,3.7991095,3.79927472,3.79832563,4.11995965,3.78616694
1990.07,7.4492,7.2771,7.0748,7.1544,7.049,6.877,6.986,6.8266,6.8764,6.7677,6.839,6.8235,6.813,6.8997,6.966,6.9078,7.1565,6.9158,6.7572,6.717,6.6752,6.8097,6.7094,6.6819,6.5671,6.6278,6.5541,6.5567,6.6049,6.5239,6.60845595,6.60085892,6.46869664,5.9264,5.8872,5.8657,5.8956,5.81656854,5.80007108,5.74244761,5.75057803,5.74767611,5.76127946,5.8596577,6.41974423,6.56487843,6.5323079,6.51279023,6.50185013,6.44853109,6.39289825,5.73127054,6.33725103,5.64855141,5.65087126,5.64540375,5.66478962,5.59824023,5.57707748,5.41083715,5.46782076,4.47948316,4.62747157,4.64077459,4.6734608,4.75685555,4.78530927,4.81111139,4.79240713,4.64123439,4.62226283,4.60608257,4.63616034,4.58692542,4.59488107,4.61884961,4.60972595,4.62452251,4.64796336,4.64175877,4.66241495,4.67813718,4.68647415,4.71389451,4.6881452,4.6881452,4.68080044,4.65494114,4.66737181,4.6831977,4.67629764,4.68097797,4.67716811,4.65294474,4.67358391,4.38557566,4.38696474,4.38843032,4.66181368,4.37788089
1990.08,6.4165,6.1307,5.9646,6.0772,5.9103,5.6584,5.7822,5.5668,5.6489,5.5113,5.6376,5.6222,5.5937,5.9651,6.09,5.9751,6.2244,5.9936,5.727,5.6814,5.6333,5.9096,5.7832,5.7434,5.5749,5.6480,5.5476,5.5657,5.6653,5.5582,5.70459241,5.69050352,5.49848769,4.6732,4.6156,4.5688,4.7482,4.67283495,4.66618747,4.60615355,4.6140829,4.58469395,4.6066036,4.7001645,5.35619945,5.51600284,5.48196403,5.47047953,5.45858164,5.40350758,5.34451089,4.97657667,5.31518915,4.7945861,4.76269348,4.76544884,4.79544645,4.85989086,4.84552184,4.95713693,4.78033718,4.39856178,4.71523056,4.81064345,4.85962398,4.89976679,4.93863412,4.80723635,4.80034471,4.66464195,4.64925226,4.63523787,4.65023987,4.59792099,4.60614141,4.65720046,4.65774395,4.65752244,4.70018097,4.66257834,4.6673664,4.70664484,4.70968673,4.74623557,4.81822235,4.81822235,4.81158613,4.76344088,4.76684962,4.82031057,4.81449111,4.8208551,4.81386788,4.776285456,4.8095825,4.60752927,4.6094908,4.61269232,4.79322955,4.60286028
1990.09,3.9756,3.3838,3.2634,3.4732,3.1377,2.6781,2.8589,2.462,2.6642,2.5488,2.8074,2.7853,2.7121,3.4853,3.8099,3.4748,3.7618,3.5379,2.9868,2.9518,2.8961,3.4774,3.2719,3.1986,2.8885,3.0032,2.8382,2.8834,3.1063,2.8999,3.20634672,3.17235513,2.82801605,1.704,1.6225,1.5339,1.6742,1.60380052,1.57761546,1.48712613,1.49752694,1.44943672,1.50246709,1.4856746,2.55866067,2.84647685,2.81144762,2.83284232,2.77313305,2.73733492,2.67424968,2.20758374,2.65115331,2.34909492,2.24330119,2.26480898,2.32265834,2.3947887,2.41934874,3.07252821,2.94466515,2.76600212,3.29373832,3.58336497,3.61516908,3.65893013,3.68414389,3.86196264,3.85628126,3.79453386,3.80418764,3.77935885,3.80730912,3.87096137,3.91463718,3.99591757,4.01926048,4.00723197,4.07074131,3.95121312,3.95111331,4.05719576,4.033919,4.04924757,4.13408671,4.13408671,4.12370716,4.04982532,4.05629591,4.12659003,4.12988136,4.1380942,4.12888317,4.138922411,4.13178518,4.29253162,4.29474306,4.29517953,4.0934216,4.28922084
1990.1,3.348,2.7724,2.7019,2.9044,2.5735,2.1274,2.299,1.922,2.1307,2.0097,2.2591,2.2345,2.1601,3.0486,3.3695,3.0344,3.3354,3.0897,2.5539,2.5148,2.4575,3.036,2.831,2.7625,2.4554,2.5661,2.4029,2.4375,2.6507,2.436,2.73083023,2.69944016,2.36037575,1.1539,1.0799,0.9971,1.0837,1.01695368,0.97032452,0.87631303,0.88653912,0.84864207,0.90127306,0.85613162,1.67849929,1.94472809,1.90917238,1.92824452,1.85904808,1.8177348,1.75496062,1.3429493,1.73303573,1.42557366,1.30407347,1.33227273,1.41295483,1.6421226,1.67500084,2.39545061,2.11102785,2.02633125,2.38831708,2.37365189,2.38659701,2.48552174,2.51577598,2.69468285,2.69330229,2.71209583,2.71863911,2.66120445,2.72626865,2.98870079,3.08120664,3.2183358,3.30551902,3.28808697,3.3365533,3.23293676,3.22144433,3.34257735,3.32604946,3.30196202,3.42318732,3.42318732,3.41982269,3.33343846,3.33992727,3.40651709,3.40728351,3.41358466,3.41147616,3.484969888,3.43171332,3.57056046,3.56902315,3.56875139,3.39244315,3.55444218
