Label,CPI Inflation,Core CPI Inflation,PCE Inflation,Core PCE Inflation
09/01,3.8148417283254,4.28751684401918,3.61760015777171,3.88636441799226
09/05,3.90927381657076,4.28751684401918,3.683899155286,3.88636441799226
09/06,3.83556458835914,4.28751684401918,3.63214928901929,3.88636441799226
09/07,3.83556458835914,4.28751684401918,3.63214928901929,3.88636441799226
09/08,3.83556458835914,4.28751684401918,3.63214928901929,3.88636441799226
